AlgorithmID,AlgorithmName,EnglishName,ParentCategory,AlgorithmType,TimeComplexity,SpaceComplexity,Stability,UseCases,CoreIdea,ApplicableDomains,ProsConsAnalysis
A049,支持向量机,Support Vector Machine (SVM),机器学习,分类;回归,训练O(n^2)到O(n^3),预测O(维度)，O(特征数),不适用,文本分类;图像识别;生物信息学,支持向量机是一种二分类模型，其基本思想是找到一个超平面，使得不同类别的样本点被最大间隔地分开。对于非线性可分数据，通过核函数（Kernel Function）将数据映射到高维空间，使其在高维空间中线性可分。核心是最大化分类间隔。,人工智能;机器学习;模式识别,优点：在处理小样本、非线性及高维模式识别问题中表现出许多特有的优势。泛化能力强，不易过拟合。缺点：对大规模数据集训练效率不高。对缺失数据敏感。核函数的选择和参数调整对性能影响大。多分类问题需要额外策略。
A050,决策树,Decision Tree,机器学习,分类;回归,训练O(特征数 * 样本数 * log 样本数)，预测O(树的深度),O(树的深度),不适用,客户流失预测;医疗诊断;信用风险评估,决策树是一种基于树结构进行决策的机器学习模型。它通过一系列规则将数据集递归地划分为更小的子集，直到每个子集都包含同类样本或达到停止条件。每个内部节点代表一个特征测试，每个分支代表一个测试结果，每个叶节点代表一个类别标签或预测值。,人工智能;机器学习;数据挖掘,优点：模型易于理解和解释，可视化强。可以处理数值型和类别型数据。训练速度快。缺点：容易过拟合，尤其是在数据量小或特征复杂时。对数据中的噪声敏感。决策边界是轴平行的，不适合处理某些复杂关系。
A051,随机森林,Random Forest,机器学习,分类;回归,训练O(N_trees * 特征数 * 样本数 * log 样本数)，预测O(N_trees * 树的深度),O(N_trees * 树的深度),不适用,图像识别;医学诊断;金融欺诈检测,随机森林是一种集成学习方法，由多棵决策树组成。每棵树在训练时都使用随机抽样的样本（Bootstrap Aggregating，Bagging）和随机选择的特征子集。最终的预测结果由所有树的投票（分类）或平均（回归）决定。核心思想是“集成学习”和“随机性”。,人工智能;机器学习;数据挖掘,优点：泛化能力强，不易过拟合。对高维数据和缺失数据有较好的处理能力。训练速度快，可并行化。缺点：模型可解释性不如单棵决策树。在某些特定问题上，可能不如SVM或神经网络。
A052,K-近邻算法,K-Nearest Neighbors (KNN),机器学习,分类;回归,训练O(1)，预测O(N*维度),O(N*维度),不适用,推荐系统;手写数字识别;图像分类,K-近邻算法是一种基于实例的学习方法，没有显式的训练过程。在预测时，它通过计算待预测样本与训练集中所有样本的距离，找出距离最近的K个邻居，然后根据这K个邻居的类别（分类）或平均值（回归）来决定待预测样本的类别或值。,人工智能;机器学习;模式识别,优点：算法简单，易于理解和实现。无需训练过程，适用于懒惰学习。对异常值不敏感。缺点：计算复杂度高，尤其是在大规模数据集上，因为每次预测都需要计算距离。对特征维度敏感，高维数据下性能下降（维度灾难）。需要合适的K值和距离度量。
A053,K-Means聚类,K-Means Clustering,机器学习,聚类,O(迭代次数 * K * N * 维度),O(K * 维度),不适用,客户细分;图像分割;文档聚类,K-Means是一种迭代的聚类算法。它将N个数据点划分到K个簇中，使得每个簇内的数据点尽可能相似，而簇间的数据点尽可能不相似。算法步骤：1. 随机选择K个初始质心。2. 将每个数据点分配到最近的质心所属的簇。3. 重新计算每个簇的质心。4. 重复步骤2和3，直到质心不再变化或达到最大迭代次数。,人工智能;机器学习;数据挖掘,优点：算法简单，易于实现，收敛速度快。适用于处理大规模数据集。缺点：需要预先指定K值。对初始质心的选择敏感，可能收敛到局部最优。对异常值敏感。只能发现球形簇，对非球形簇效果不佳。
A054,线性回归,Linear Regression,机器学习,回归,O(特征数^2 * 样本数) (矩阵求逆),O(特征数),不适用,房价预测;股票价格预测;销售预测,线性回归是一种用于预测连续变量的统计模型。它假设因变量与一个或多个自变量之间存在线性关系。模型的目标是找到一条最佳拟合直线（或超平面），使得预测值与实际值之间的残差平方和最小。通常使用最小二乘法来求解模型参数。,人工智能;机器学习;统计学;金融,优点：模型简单，易于理解和解释。计算效率高。在许多实际问题中表现良好。缺点：只能捕捉线性关系，对于非线性关系效果不佳。对异常值敏感。容易出现多重共线性问题。
A055,逻辑回归,Logistic Regression,机器学习,分类,O(特征数^2 * 样本数) (迭代优化),O(特征数),不适用,二分类问题;疾病诊断;信用评分;垃圾邮件识别,逻辑回归是一种用于解决二分类问题的广义线性模型。它通过Sigmoid函数将线性回归的输出映射到[0，1]之间，表示属于某一类别的概率。模型的目标是最大化似然函数，通常使用梯度下降等优化算法来求解参数。,人工智能;机器学习;统计学;金融,优点：模型简单，易于理解和解释，计算效率高。输出是概率值，可解释性强。缺点：只能处理线性可分或近似线性可分的问题。对于非线性关系效果不佳。对特征工程要求较高。
A056,朴素贝叶斯分类器,Naive Bayes Classifier,机器学习,分类,训练O(样本数 * 特征数)，预测O(特征数),O(特征数 * 类别数),不适用,文本分类;垃圾邮件过滤;情感分析,朴素贝叶斯分类器是一种基于贝叶斯定理和特征条件独立性假设的概率分类器。它假设给定类别的情况下，特征之间是相互独立的（“朴素”假设）。通过计算每个类别下每个特征的条件概率，然后利用贝叶斯公式计算后验概率，选择后验概率最大的类别作为预测结果。,人工智能;机器学习;自然语言处理,优点：算法简单，易于实现。训练速度快，在处理大规模文本数据时表现良好。在数据量较少的情况下也能有不错的表现。缺点：“朴素”假设在现实世界中往往不成立，可能导致分类精度下降。对输入数据的形式敏感。
A057,主成分分析,Principal Component Analysis (PCA),机器学习,降维;特征提取,O(min(N，D)^2 * max(N，D)),O(D^2),不适用,数据可视化;特征降维;噪声去除,主成分分析是一种常用的数据降维技术。它通过正交变换将原始数据变换到一个新的坐标系中，使得数据在第一个坐标轴（主成分）上的方差最大，第二个坐标轴上的方差次之，以此类推。目标是找到数据中最重要的“主成分”，从而减少数据的维度，同时保留大部分信息。,人工智能;机器学习;数据分析;图像处理,优点：能够有效降低数据维度，减少计算量，去除噪声。提高模型训练效率，避免维度灾难。缺点：主成分的可解释性可能较差。是线性降维方法，对于非线性结构的数据效果不佳。
A058,梯度下降,Gradient Descent,优化算法,数值优化,O(迭代次数 * 样本数 * 特征数),O(特征数),不适用,机器学习模型训练;神经网络训练,梯度下降是一种常用的优化算法，用于最小化（或最大化）一个函数。它通过沿着函数梯度（或负梯度）的方向迭代地调整参数，逐步逼近函数的局部最小值（或最大值）。有批量梯度下降、随机梯度下降、小批量梯度下降等变种。,人工智能;机器学习;深度学习,优点：简单，易于实现。是许多机器学习模型（如线性回归、逻辑回归、神经网络）训练的核心算法。缺点：可能收敛到局部最优，而不是全局最优。学习率的选择很重要，过大可能导致震荡，过小可能收敛慢。对特征缩放敏感。
A059,反向传播算法,Backpropagation Algorithm,机器学习,神经网络训练,O(网络层数 * 神经元数 * 连接数),O(网络层数 * 神经元数),不适用,神经网络训练;深度学习,反向传播算法是训练人工神经网络的核心算法。它通过计算损失函数对网络中每个权重的梯度，然后利用梯度下降法来更新权重，从而最小化损失函数。算法分为前向传播（计算输出）和反向传播（计算梯度并更新权重）两个阶段。,人工智能;机器学习;深度学习,优点：高效地计算神经网络的梯度，使得多层神经网络的训练成为可能。是深度学习的基础。缺点：容易陷入局部最优。需要大量数据进行训练。对超参数（学习率、网络结构等）敏感。
A060,Adam优化器,Adam Optimizer,机器学习,神经网络训练,O(迭代次数 * 样本数 * 特征数),O(特征数),不适用,深度学习模型训练,Adam（Adaptive Moment Estimation）是一种常用的深度学习优化算法，结合了AdaGrad和RMSProp的优点。它为每个参数计算自适应学习率，并利用梯度的一阶矩估计（均值）和二阶矩估计（非中心方差）来调整学习率。适用于各种深度学习任务。,人工智能;机器学习;深度学习,优点：收敛速度快，性能稳定。对学习率的选择不那么敏感。适用于处理稀疏梯度和非平稳目标。缺点：可能存在泛化性能不如SGD的情况。计算量相对较大。
A061,卷积神经网络,Convolutional Neural Network (CNN),机器学习,深度学习,训练O(层数 * 卷积核大小 * 特征图大小)，预测O(层数 * 卷积核大小 * 特征图大小),O(网络参数量),不适用,图像识别;计算机视觉;自然语言处理(文本卷积),卷积神经网络是一种专门用于处理具有网格状拓扑结构数据（如图像）的深度学习模型。其核心是卷积层，通过卷积核（滤波器）提取局部特征；池化层用于降维和特征不变性；全连接层用于分类或回归。能自动学习特征。,人工智能;机器学习;计算机视觉;图像处理,优点：在图像识别和计算机视觉任务中表现出色，能够自动学习图像特征，无需手动特征工程。对平移、缩放、旋转等具有一定的不变性。缺点：需要大量数据进行训练。模型复杂，计算资源消耗大。对模型结构和超参数选择敏感。
A062,循环神经网络,Recurrent Neural Network (RNN),机器学习,深度学习,训练O(序列长度 * 隐藏层大小 * 词汇量)，预测O(序列长度 * 隐藏层大小 * 词汇量),O(网络参数量),不适用,自然语言处理;语音识别;时间序列预测,循环神经网络是一种专门用于处理序列数据的神经网络。它具有“记忆”能力，能够将前一时刻的输出或隐藏状态作为当前时刻的输入，从而捕捉序列中的时间依赖关系。常见的变体有LSTM和GRU，用于解决梯度消失/爆炸问题。,人工智能;机器学习;自然语言处理;语音识别,优点：能够处理序列数据，捕捉时间依赖关系。在自然语言处理、语音识别等领域表现出色。缺点：存在梯度消失或梯度爆炸问题（尽管LSTM/GRU有所缓解）。训练速度慢，难以并行化。长期依赖问题仍然存在。
A063,长短期记忆网络,Long Short-Term Memory (LSTM),机器学习,深度学习,训练O(序列长度 * 隐藏层大小^2)，预测O(序列长度 * 隐藏层大小^2),O(网络参数量),不适用,机器翻译;语音识别;文本生成;情感分析,LSTM是RNN的一种特殊类型，旨在解决传统RNN的长期依赖问题和梯度消失/爆炸问题。它通过引入“门”结构（输入门、遗忘门、输出门）来控制信息的流动，从而能够有效地学习和记忆长期依赖关系。每个门都由一个Sigmoid激活函数和一个点乘操作组成。,人工智能;机器学习;自然语言处理;语音识别,优点：能够有效解决长期依赖问题，在处理长序列数据时表现优异。在自然语言处理、语音识别等领域广泛应用。缺点：模型结构比传统RNN更复杂，计算量更大，训练速度相对较慢。
A064,门控循环单元,Gated Recurrent Unit (GRU),机器学习,深度学习,训练O(序列长度 * 隐藏层大小^2)，预测O(序列长度 * 隐藏层大小^2),O(网络参数量),不适用,机器翻译;语音识别;文本生成;情感分析,GRU是LSTM的一种简化版本，也用于解决RNN的长期依赖问题。它只有两个门：更新门和重置门，相较于LSTM减少了一个门，参数更少，计算更高效。在许多任务中，GRU的表现与LSTM相当。,人工智能;机器学习;自然语言处理;语音识别,优点：与LSTM类似，能够有效解决长期依赖问题。模型结构比LSTM简单，参数更少，训练速度更快。缺点：在某些非常复杂的任务上，LSTM可能表现略优。
A065,Transformer模型,Transformer,机器学习,深度学习,训练O(序列长度^2 * 维度)，预测O(序列长度^2 * 维度),O(序列长度 * 维度),不适用,机器翻译;文本生成;自然语言理解;大语言模型,Transformer模型是一种基于自注意力机制（Self-Attention）的深度学习模型，完全抛弃了循环和卷积结构。它通过多头自注意力机制并行地处理序列中的所有位置，从而能够捕捉长距离依赖关系。编码器-解码器结构是其典型应用，也是BERT、GPT等大语言模型的基础。,人工智能;机器学习;自然语言处理;计算机视觉,优点：能够并行处理序列，训练速度快。在处理长距离依赖关系方面表现出色。是当前自然语言处理领域最先进的模型之一，是预训练大语言模型的基础。缺点：模型参数量巨大，需要大量计算资源和数据进行训练。对于短序列，可能不如RNN/CNN。
A066,遗传编程,Genetic Programming (GP),机器学习,进化算法,多变,多变,不适用,自动程序生成;符号回归;特征工程,遗传编程是遗传算法的一个分支，它不操作固定长度的二进制串，而是操作程序或表达式树。通过模拟自然选择和遗传操作（如交叉、变异），自动生成能够解决特定问题的计算机程序。适用于解决没有明确数学模型的复杂问题。,人工智能;机器学习;自动编程,优点：能够自动生成程序或模型，无需人工设计。适用于解决结构未知或复杂的优化问题。缺点：计算成本高昂，搜索空间巨大。结果的可解释性可能较差。
A067,Q-学习,Q-Learning,机器学习,强化学习,O(状态数 * 动作数),O(状态数 * 动作数),不适用,游戏AI;机器人控制;资源调度,Q-学习是一种无模型的强化学习算法，用于学习在给定状态下采取哪个动作可以获得最大累积奖励。它通过维护一个Q值表（Q-table），存储每个状态-动作对的Q值，然后通过贝尔曼方程迭代更新Q值，直到收敛。智能体通过探索和利用来学习最优策略。,人工智能;机器学习;强化学习;机器人学,优点：无模型学习，不需要知道环境的动态模型。能够学习最优策略。缺点：Q值表在状态空间和动作空间较大时会变得非常庞大，导致维度灾难。收敛速度可能较慢。
A068,SARSA算法,SARSA Algorithm,机器学习,强化学习,O(状态数 * 动作数),O(状态数 * 动作数),不适用,游戏AI;机器人控制,SARSA（State-Action-Reward-State-Action）是一种基于策略的强化学习算法。与Q-学习不同，SARSA是“on-policy”算法，它根据当前策略选择动作并更新Q值，即它学习的是当前策略下的Q值。Q-学习是“off-policy”，它学习的是最优策略下的Q值。,人工智能;机器学习;强化学习;机器人学,优点：基于当前策略进行学习，更注重探索，因此在某些情况下可能更安全（例如，避免探索危险路径）。缺点：与Q-学习一样，面临维度灾难问题。
A069,深度Q网络,Deep Q-Network (DQN),机器学习,强化学习;深度学习,训练O(迭代次数 * 经验回放池大小),O(神经网络参数量),不适用,Atari游戏AI;机器人控制,DQN结合了深度学习和Q-学习。它使用神经网络来近似Q值函数，从而解决了传统Q-学习在状态空间过大时的维度灾难问题。通过经验回放（Experience Replay）和目标网络（Target Network）来稳定训练过程。,人工智能;机器学习;强化学习;游戏AI,优点：能够处理高维状态空间，在Atari游戏等复杂任务中表现出色。结合了深度学习的强大特征提取能力。缺点：仍然存在一些不稳定性，如过估计Q值。对超参数敏感。
A070,策略梯度,Policy Gradient,机器学习,强化学习,O(迭代次数 * 样本数 * 特征数),O(神经网络参数量),不适用,机器人控制;复杂决策任务,策略梯度是一类直接学习策略（即在给定状态下采取动作的概率分布）的强化学习算法。它通过计算策略的梯度，然后利用梯度上升来最大化累积奖励。常见的算法有REINFORCE、Actor-Critic等。,人工智能;机器学习;强化学习;机器人学,优点：可以直接学习随机策略，适用于连续动作空间。能够处理更复杂的任务。缺点：方差较高，收敛速度较慢。需要大量的样本进行训练。
A071,A2C/A3C算法,A2C/A3C Algorithm,机器学习,强化学习;深度学习,O(迭代次数 * 样本数 * 特征数),O(神经网络参数量),不适用,机器人控制;复杂决策任务,A2C（Advantage Actor-Critic）和A3C（Asynchronous Advantage Actor-Critic）是Actor-Critic框架下的强化学习算法。Actor负责选择动作，Critic负责评估动作的价值。A3C通过异步并行训练多个Agent来加速学习过程并稳定训练。它们使用优势函数来减少方差。,人工智能;机器学习;强化学习;游戏AI,优点：结合了策略梯度和价值函数方法的优点，通常比纯策略梯度算法更稳定、收敛更快。A3C通过异步训练进一步提高了效率。缺点：实现相对复杂。对超参数敏感。
A072,生成对抗网络,Generative Adversarial Network (GAN),机器学习,深度学习,训练O(迭代次数 * 样本数 * 特征数),O(生成器+判别器参数量),不适用,图像生成;数据增强;风格迁移,GAN由两个神经网络组成：生成器（Generator）和判别器（Discriminator）。生成器试图生成逼真的数据（如图像），以欺骗判别器；判别器则试图区分真实数据和生成器生成的数据。两者通过对抗训练相互学习和进步，直到生成器能够生成判别器无法区分的逼真数据。,人工智能;机器学习;计算机视觉;图像生成,优点：能够生成高质量、逼真的数据，尤其在图像生成方面表现出色。具有强大的无监督学习能力。缺点：训练过程不稳定，容易出现模式崩溃（Mode Collapse）问题，即生成器只生成少数几种样本。对超参数敏感，难以收敛。
A073,自编码器,Autoencoder,机器学习,深度学习,训练O(迭代次数 * 样本数 * 特征数),O(网络参数量),不适用,降维;特征学习;异常检测;去噪,自编码器是一种无监督神经网络，旨在学习输入数据的有效编码（表示）。它由两部分组成：编码器（Encoder）将输入数据压缩成低维表示，解码器（Decoder）将低维表示重构回原始数据。训练目标是使重构误差最小化。,人工智能;机器学习;深度学习;数据降维,优点：能够学习数据的低维表示，用于降维和特征提取。可用于异常检测和数据去噪。缺点：对于复杂数据，可能需要更复杂的结构（如变分自编码器VSAE）。重构误差不一定能反映数据本身的语义信息。
A074,变分自编码器,Variational Autoencoder (VAE),机器学习,深度学习,训练O(迭代次数 * 样本数 * 特征数),O(网络参数量),不适用,图像生成;数据增强;潜在空间学习,VAE是自编码器的一种扩展，它引入了概率图模型和变分推断的思想。VAE的编码器不是直接输出一个编码，而是输出一个均值和方差，用于定义一个潜在空间的概率分布。解码器从这个分布中采样并生成数据。它能够学习平滑的、连续的潜在空间，并支持生成新的数据。,人工智能;机器学习;深度学习;图像生成,优点：能够生成新的、多样化的数据。学习到的潜在空间具有良好的连续性和可解释性。解决了GAN训练不稳定的问题。缺点：生成的样本质量通常不如GAN。模型训练和理论理解相对复杂。
A075,循环一致性对抗网络,CycleGAN,机器学习,深度学习,训练O(迭代次数 * 样本数 * 特征数),O(多个生成器+判别器参数量),不适用,图像风格迁移;无监督图像翻译,CycleGAN是一种图像到图像翻译的深度学习模型，特别适用于没有成对训练数据的情况。它引入了循环一致性损失，确保从域A到域B再回到域A的转换能够恢复原始图像，从而在无监督情况下实现图像风格迁移。,人工智能;机器学习;计算机视觉;图像处理,优点：能够在没有成对训练数据的情况下进行图像翻译和风格迁移，应用广泛。缺点：训练复杂，需要多个生成器和判别器。模型收敛可能较慢，生成结果有时存在伪影。
A098,PageRank算法,PageRank Algorithm,图算法,链接分析,O(迭代次数 * 边数),O(节点数),不适用,网页排名;社交网络影响力分析;学术引用分析,PageRank算法是Google搜索引擎的核心算法之一，用于评估网页的重要性。它基于“一个网页的重要性取决于指向它的其他网页的重要性”这一思想。算法通过迭代计算每个网页的PageRank值，直到收敛。它模拟了用户随机漫步的行为。,计算机科学;图论;信息检索;网络科学,优点：能够客观评估网页或节点的重要性。在搜索引擎、推荐系统等领域有广泛应用。缺点：算法收敛速度可能较慢。容易受到链接作弊的影响。不考虑链接的语义信息。
A099,HITS算法,HITS Algorithm,图算法,链接分析,O(迭代次数 * 边数),O(节点数),不适用,网页排名;社交网络影响力分析,HITS（Hyperlink-Induced Topic Search）算法用于评估网页的权威性（Authority）和中心性（Hub）。权威页面是包含有用信息的页面，中心页面是指向许多权威页面的页面。算法通过迭代计算每个网页的Authority值和Hub值，直到收敛。与PageRank不同，HITS是基于查询的。,计算机科学;图论;信息检索;网络科学,优点：能够区分网页的权威性和中心性，提供更丰富的评价信息。缺点：计算成本相对较高。容易受到链接作弊的影响。
A102,维特比算法,Viterbi Algorithm,动态规划,序列解码,O(序列长度 * 状态数^2),O(序列长度 * 状态数),不适用,隐马尔可夫模型解码;语音识别;自然语言处理,维特比算法是一种动态规划算法，用于在隐马尔可夫模型（HMM）中找到给定观测序列下最可能的状态序列。它通过构建一个格（Lattice）图，并利用动态规划的思想，在每一步计算到达每个状态的最大概率路径，从而高效地找到全局最优路径。,计算机科学;动态规划;语音识别;自然语言处理,优点：能够高效地找到HMM中最优的状态序列。在语音识别、自然语言处理等领域有核心应用。缺点：计算复杂度与状态数平方成正比，当状态数非常大时效率降低。
A103,前向-后向算法,Forward-Backward Algorithm,动态规划,概率计算,O(序列长度 * 状态数^2),O(序列长度 * 状态数),不适用,隐马尔可夫模型评估;参数估计,前向-后向算法是隐马尔可夫模型（HMM）中的一种动态规划算法，用于计算给定观测序列的概率（评估问题），以及计算隐状态的后验概率。它由前向算法和后向算法两部分组成，分别从前往后和从后往前计算概率。,计算机科学;动态规划;语音识别;自然语言处理,优点：能够高效地计算HMM的观测序列概率，是HMM参数学习（Baum-Welch算法）的基础。缺点：计算复杂度与状态数平方成正比。
A106,马尔可夫链蒙特卡罗,Markov Chain Monte Carlo (MCMC),统计学,采样方法,多变,多变,不适用,贝叶斯推断;复杂概率分布采样;统计物理模拟,MCMC是一类用于从复杂概率分布中采样的算法。它通过构建一个马尔可夫链，使其平稳分布是目标分布，然后从该马尔可夫链中进行采样。常见的MCMC算法包括Metropolis-Hastings算法和Gibbs采样。,统计学;机器学习;贝叶斯推断;物理学,优点：能够从高维、复杂的概率分布中进行采样，尤其适用于贝叶斯推断。缺点：收敛速度可能较慢，需要大量的样本。需要判断马尔可夫链是否收敛。
A107,Metropolis-Hastings算法,Metropolis-Hastings Algorithm,统计学,采样方法,多变,多变,不适用,贝叶斯推断;复杂概率分布采样,Metropolis-Hastings算法是一种MCMC方法，用于从难以直接采样的概率分布中生成样本。它通过一个提议分布（Proposal Distribution）生成候选样本，然后根据接受概率决定是否接受该样本。接受概率的设计确保了马尔可夫链的平稳分布是目标分布。,统计学;机器学习;贝叶斯推断,优点：能够从各种复杂分布中采样，无需知道归一化常数。缺点：需要选择合适的提议分布。收敛速度可能较慢。
A108,Gibbs采样,Gibbs Sampling,统计学,采样方法,多变,多变,不适用,贝叶斯推断;图像去噪;主题模型,Gibbs采样是MCMC方法的一种特例，适用于多维联合分布的采样。它通过依次从每个变量以其他所有变量为条件的条件分布中进行采样，从而生成联合分布的样本。当条件分布易于采样时，Gibbs采样非常高效。,统计学;机器学习;贝叶斯推断;图像处理,优点：当条件分布易于采样时，实现简单且高效。在许多统计模型中应用广泛。缺点：需要知道所有变量的条件分布。如果变量之间高度相关，收敛速度可能较慢。
A110,Singular Value Decomposition (SVD),SVD,线性代数,矩阵分解;降维,O(min(m，n)^2 * max(m，n)),O(mn),不适用,推荐系统;图像压缩;降维;文本语义分析,SVD是一种重要的矩阵分解方法，它将任意矩阵分解为三个矩阵的乘积：一个正交矩阵U，一个对角矩阵Sigma（包含奇异值），和一个正交矩阵V的转置。奇异值分解可以用于降维、去噪、推荐系统等。,计算机科学;线性代数;机器学习;数据分析,优点：具有广泛的应用，能够揭示数据中的潜在结构。是许多数据分析和机器学习算法的基础。缺点：计算成本高，不适用于非常大的矩阵。结果的可解释性可能不如PCA直观。
A113,傅里叶变换,Fourier Transform,信号处理,变换,O(N log N),O(N),不适用,信号分析;图像处理;数据压缩;频谱分析,傅里叶变换是一种将信号从时域（或空域）转换到频域的数学方法。它将一个函数分解成不同频率的正弦和余弦函数的叠加。快速傅里叶变换（FFT）是其高效的实现算法。核心思想是任何周期信号都可以表示为一系列正弦波的叠加。,计算机科学;信号处理;图像处理;物理学,优点：能够揭示信号的频率成分，用于频谱分析、滤波、压缩等。FFT使其计算效率高。缺点：仅适用于平稳信号，对于非平稳信号（如瞬时频率变化）效果不佳。
A114,快速傅里叶变换,Fast Fourier Transform (FFT),信号处理,变换,O(N log N),O(N),不适用,信号分析;图像处理;数据压缩;频谱分析,FFT是离散傅里叶变换（DFT）的一种高效算法，将DFT的计算复杂度从O(N^2)降低到O(N log N)。它利用了DFT计算中的对称性和周期性，将一个N点DFT分解为两个N/2点DFT，然后递归地进行。是数字信号处理领域的基石。,计算机科学;信号处理;图像处理;物理学,优点：计算效率极高，使得傅里叶变换在实际应用中成为可能。广泛应用于信号处理、图像处理、数据压缩等领域。缺点：要求数据点数量是2的幂次方（对于某些FFT算法）。
A115,小波变换,Wavelet Transform,信号处理,变换,O(N),O(N),不适用,信号分析;图像压缩;去噪;特征提取,小波变换是一种在时域和频域同时具有局部化能力的信号分析方法。与傅里叶变换将信号分解为无限长的正弦波不同，小波变换使用有限长、快速衰减的“小波”函数来分析信号。它能够捕捉信号的瞬时特征和局部细节。,计算机科学;信号处理;图像处理;数据压缩,优点：具有多分辨率分析能力，能够同时分析信号的时域和频域信息。适用于非平稳信号的分析。在图像压缩、去噪、特征提取等领域表现出色。缺点：小波基函数的选择对性能有影响。计算量相对较大。
A116,动态时间规整,Dynamic Time Warping (DTW),序列比对,相似度度量,O(mn),O(mn),不适用,语音识别;手势识别;时间序列比对,DTW是一种用于衡量两个时间序列之间相似度的方法，即使它们在时间轴上存在非线性扭曲或速度变化。它通过找到一个最优的“弯曲路径”，使得两个序列在时间上对齐，并最小化对齐后的距离。常用于语音识别中不同语速下的词语匹配。,计算机科学;信号处理;语音识别;模式识别,优点：能够处理时间序列的非线性扭曲，比欧氏距离更准确地衡量相似度。缺点：计算成本高，时间复杂度为O(mn)，不适用于非常长的时间序列。对异常值敏感。
A117,欧几里得算法,Euclidean Algorithm,数学,数论,O(log(min(a，b))),O(1),不适用,最大公约数计算;密码学,欧几里得算法（又称辗转相除法）用于计算两个正整数的最大公约数（GCD）。其核心思想是两个正整数a和b（a > b）的最大公约数等于b和a除以b的余数的最大公约数。通过递归或迭代地进行此操作，直到余数为0，此时的除数即为最大公约数。,计算机科学;数学;密码学,优点：算法简单，高效，是计算最大公约数的标准方法。缺点：仅适用于正整数。
A118,扩展欧几里得算法,Extended Euclidean Algorithm,数学,数论,O(log(min(a，b))),O(1),不适用,模逆元计算;线性同余方程求解;密码学,扩展欧几里得算法在计算两个整数a和b的最大公约数GCD(a，b)的同时，还能找到一对整数x和y，使得$ax + by = GCD(a，b)$。它是求解模逆元和线性同余方程的基础。,计算机科学;数学;密码学,优点：能够求解模逆元和线性同余方程，在密码学中（如RSA算法）有重要应用。缺点：理解和实现相对复杂。
A119,中国剩余定理,Chinese Remainder Theorem (CRT),数学,数论,O(k * log(N)),O(k),不适用,大整数计算;密码学;同余方程组求解,中国剩余定理用于解决一组同余方程组。它提供了一种方法，可以从多个模数下的大整数的余数，重构出这个大整数。前提是所有模数两两互质。,计算机科学;数学;密码学,优点：能够将大整数的计算分解为多个小整数的计算，从而简化问题。在密码学、编码理论等领域有重要应用。缺点：要求模数两两互质。
A120,素性测试,Primality Test,数学,数论,多变,多变,不适用,大素数生成;密码学,素性测试是判断一个给定正整数是否为素数（质数）的算法。常见的有试除法、费马素性测试、米勒-拉宾素性测试等。在密码学中，需要生成大素数作为密钥。,计算机科学;数学;密码学,优点：能够判断一个数是否为素数，是密码学的基础。缺点：对于大数，确定性素性测试算法效率较低。概率性素性测试（如米勒-拉宾）有误判的概率（尽管很小）。
A121,Miller-Rabin素性测试,Miller-Rabin Primality Test,数学,数论,O(k * log^3 n),O(log n),不适用,大素数测试;密码学,Miller-Rabin算法是一种概率性素性测试算法，用于判断一个大整数是否为素数。它基于费马小定理和二次探测定理，通过随机选择基数进行多次测试。如果通过所有测试，则该数很可能是素数；如果未通过任何测试，则它一定是合数。,计算机科学;数学;密码学,优点：对于大整数，效率远高于确定性素性测试。在实际应用中，通过少量迭代即可达到非常高的准确率。缺点：是概率性算法，存在极小的误判概率（将合数判断为素数）。
A122,RSA算法,RSA Algorithm,密码学,公钥加密,加密/解密O(log^3 N)，密钥生成O(log^4 N),O(log N),不适用,数据加密;数字签名;密钥交换,RSA是一种非对称加密算法，也是第一个能用于数据加密和数字签名的算法。它基于大整数分解的困难性。包含密钥生成（选择两个大素数）、加密（使用公钥）和解密（使用私钥）三个过程。,计算机科学;密码学;网络安全,优点：安全性高，广泛应用于数据加密和数字签名。是现代密码学的基础之一。缺点：计算速度相对较慢，不适合加密大量数据。密钥长度需要足够大以保证安全性。
A123,AES算法,Advanced Encryption Standard (AES),密码学,对称加密,O(数据块大小 * 轮数),O(密钥长度),不适用,数据加密;文件加密;网络通信加密,AES是一种对称密钥加密算法，是目前最常用的加密算法之一。它使用相同的密钥进行加密和解密。AES支持128、192和256位的密钥长度，采用分组密码模式，将明文分成固定大小的块进行加密。,计算机科学;密码学;网络安全,优点：加密速度快，效率高，安全性强。被广泛应用于各种加密场景。缺点：需要安全地分发密钥，密钥管理是挑战。
A124,MD5,Message-Digest Algorithm 5 (MD5),密码学,哈希函数,O(消息长度),O(1),不适用,数据完整性校验;文件校验;密码存储(不推荐),MD5是一种广泛使用的密码散列函数，可以生成一个128位的哈希值（或消息摘要）。它将任意长度的输入数据映射为固定长度的输出。虽然曾用于数据完整性校验，但由于存在碰撞攻击，已不推荐用于安全性要求高的场景。,计算机科学;密码学;数据完整性,优点：计算速度快，生成固定长度的哈希值。缺点：存在碰撞攻击（不同输入可能产生相同哈希值），不适合用于数字签名或密码存储（应使用更安全的哈希算法）。
